分类,原始query,正则query,模版,语义相似性,编辑距离,编辑距离相似性,weighted_sim
版本更新,英雄换钻石,英雄换钻石,"('英雄更新', 2)",0.84907037,3,0.4,0.714349259
版本更新,新出了一个,新出一个,"('新更新', 2)",0.90679073,3,0.25,0.709753513
版本更新,可是我更新了呀,可是我更新,"('新更新', 2)",0.927969,3,0.4,0.769578285
版本更新,英雄榜更新时间是多久,英雄榜更新时间是多久,"('英雄更新', 2)",0.83457613,6,0.4,0.704203291
版本更新,查个英雄排行,查个英雄排行,"('最新英雄更新', 2)",0.86339927,4,0.333333333,0.704379487
版本更新,模拟战最近一次更新,模拟战最近一次更新,"('最近更新', 2)",0.8576942,5,0.444444444,0.733719279
版本更新,月9日更新吗,月日更新,"('更新', 2)",0.8813261,2,0.5,0.766928256
版本更新,8月31日更新内容,月31日更新内容,"('本次更新', 2)",0.9070546,6,0.25,0.709938222
版本更新,查一下，刚刚,查一下，刚刚,"('查一下新更新', 2)",0.7879025,3,0.5,0.701531732
版本更新,小满更新了吗,小满更新,"('更新', 2)",0.85317516,2,0.5,0.747222614
版本更新,让我也,让我,"('让我更新', 2)",0.82070243,2,0.5,0.724491704
版本更新,酷版本更新时间,酷版本更新时间,"('版本更新', 2)",0.83494294,3,0.571428571,0.755888627
版本更新,新英雄试验,新英雄试验,"('英雄更新', 2)",0.8707398,3,0.4,0.729517872
版本更新,最近对英雄的调整有哪些,最近对英雄调整有哪些,"('最新英雄更新', 2)",0.9258334,7,0.3,0.738083383
版本更新,新赛季有哪些英雄调整了,新赛季有哪些英雄调整,"('最新英雄更新', 2)",0.91531473,8,0.2,0.700720314
版本更新,充值更新,充值更新,"('更新', 2)",0.8551102,2,0.5,0.74857716
版本更新,新年新模式,新年新模式,"('新更新', 2)",0.8384652,3,0.4,0.70692565
版本更新,最新英雄什么时候上线,最新英雄什么时候上线,"('最新英雄更新', 2)",0.8955956,6,0.4,0.746916927
版本更新,可不可以不更新了,可不可以更新,"('更新', 2)",0.89835316,4,0.333333333,0.728847212
版本更新,拖延更新,拖延更新,"('更新', 2)",0.8578509,2,0.5,0.750495636
版本更新,哎，更新支援,哎，更新支援,"('新更新', 2)",0.9171995,4,0.333333333,0.742039645
版本更新,518更新,518更新,"('更新', 2)",0.886266,3,0.4,0.740386195
版本更新,新版本更新后任务在哪里,新版本更新后任务在哪里,"('新版本更新', 2)",0.8244942,6,0.454545455,0.713509565
版本更新,最近所有英雄调整,最近所有英雄调整,"('最新英雄更新', 2)",0.94578433,5,0.375,0.774549031
版本更新,加强的英雄有哪些,加强英雄有哪些,"('最新英雄更新', 2)",0.8880467,5,0.285714286,0.707346963
版本更新,今天8点要更新吗,今天点要更新,"('我要更新', 2)",0.9213834,3,0.5,0.794968367
版本更新,今天刚更新的公告,今天刚更新公告,"('更新公告', 2)",0.93244183,3,0.571428571,0.824137853
版本更新,最近买的英雄是哪些,最近买英雄是哪些,"('最新英雄更新', 2)",0.90118,5,0.375,0.74332602
版本更新,云樱的更新,云樱更新,"('新更新', 2)",0.843132,2,0.5,0.740192413
版本更新,英雄削弱与增强,英雄削弱与增强,"('英雄更新', 2)",0.88434744,5,0.285714286,0.704757493
版本更新,英雄蓝改动了吗,英雄蓝改动,"('英雄更新', 2)",0.8376678,3,0.4,0.706367476
版本更新,英雄如和升级。,英雄如和升级,"('英雄更新', 2)",0.8894838,4,0.333333333,0.722638667
版本更新,兵线更新,兵线更新,"('英雄更新', 2)",0.88025504,2,0.5,0.76617853
版本更新,火焰山更新了吗,火焰山更新,"('英雄更新', 2)",0.84535563,3,0.4,0.711748941
版本更新,最近获得的新角色,最近获得新角色,"('最近更新', 2)",0.8736866,4,0.428571429,0.740152057
版本更新,本次更新更新了什么英雄,本次更新更新什么英雄,"('最新英雄更新', 2)",0.9555295,8,0.2,0.728870658
版本更新,英雄10级,英雄10级,"('英雄更新', 2)",0.85133296,3,0.4,0.715933074
版本更新,近期角色加强,近期角色加强,"('近期更新', 2)",0.89107203,4,0.333333333,0.723750424
版本更新,最近有什么英雄被削弱,最近有什么英雄被削弱,"('最新英雄更新', 2)",0.8859728,7,0.3,0.710180959
版本更新,今天的更新,今天更新,"('这次更新', 2)",0.91108924,2,0.5,0.787762469
版本更新,我要更新，请问从哪里更新,我要更新，请问从哪里更新,"('我要更新', 2)",0.8948652,8,0.333333333,0.72640565
版本更新,在哪改英雄装备,在改英雄装备,"('英雄更新', 2)",0.85951513,4,0.333333333,0.701660591
版本更新,到时更新,到时更新,"('更新', 2)",0.92639565,2,0.5,0.798476958
版本更新,英雄确认,英雄确认,"('英雄公告', 2)",0.90584147,2,0.5,0.784089029
版本更新,新英雄上线公告,新英雄上线公告,"('新英雄公告', 2)",0.9724929,2,0.714285714,0.895030726
版本更新,再之前一次更新,再之前一次更新,"('这次更新', 2)",0.91982377,4,0.428571429,0.772448065
版本更新,哪个英雄更强点,哪个英雄更强点,"('最新英雄更新', 2)",0.8262404,4,0.428571429,0.706939723
版本更新,最近拿哪个英雄好上星,最近拿哪个英雄好上星,"('最新英雄更新', 2)",0.87216806,7,0.3,0.700517645
版本更新,英雄图标升级,英雄图标升级,"('英雄更新', 2)",0.8876297,4,0.333333333,0.721340781
版本更新,我的英雄海报呢,我英雄海报,"('英雄公告', 2)",0.8557448,3,0.4,0.719021345
版本更新,时候开始更新,时候开始更新,"('更新', 2)",0.88725847,4,0.333333333,0.721080929
版本更新,最近更新调整了什么,最近更新调整什么,"('最近更新', 2)",0.93550175,4,0.5,0.804851228
版本更新,新赛季英雄战力更新是怎样的？,新赛季英雄战力更新是怎样？,"('新英雄更新', 2)",0.86976224,8,0.384615385,0.724218185
版本更新,我也要更新,我要更新,"('我要更新', 2)",1,0,1,1
版本更新,更新版本，我要,更新版本，我要,"('最新版本更新', 2)",0.9386194,4,0.428571429,0.785604991
版本更新,新赛季最强英雄是谁,新赛季最强英雄是谁,"('最新英雄更新', 2)",0.8698781,6,0.333333333,0.708914679
版本更新,新英雄怎么买,新英雄怎么买,"('新英雄更新', 2)",0.845135,3,0.5,0.741594481
版本更新,新英雄，杨系,新英雄，杨系,"('新英雄更新', 2)",0.8520212,3,0.5,0.746414852
版本更新,最近,最近,"('最近更新', 2)",0.9229057,2,0.5,0.796033978
版本更新,到时候更新一下记,到时候更新一下记,"('我要更新', 2)",0.9056674,6,0.25,0.708967197
版本更新,这次更新公报,这次更新公报,"('这次更新', 2)",0.9173922,2,0.666666667,0.842174536
版本更新,4月13日公告,月13日公告,"('这次公告', 2)",0.9037954,4,0.333333333,0.732656795
版本更新,更新了个什么英雄,更新个什么英雄,"('新英雄更新', 2)",0.9521378,6,0.142857143,0.709353622
版本更新,近期攒下,近期攒下,"('近期更新', 2)",0.8543693,2,0.5,0.748058498
版本更新,分路更新公告,分路更新公告,"('更新公告', 2)",0.93125945,2,0.666666667,0.851881617
版本更新,更新称呼,更新称呼,"('更新', 2)",0.80945396,2,0.5,0.716617775
版本更新,最近5杀的英雄,最近杀英雄,"('最新英雄更新', 2)",0.8927567,4,0.333333333,0.72492969
版本更新,新英雄的叫什么名字,新英雄叫什么名字,"('新英雄更新', 2)",0.9086032,5,0.375,0.748522234
版本更新,新赛，新赛季更新,新赛，新赛季更新,"('新更新', 2)",0.9030488,5,0.375,0.744634169
版本更新,QQ游戏更新,qq游戏更新,"('最新版本更新', 2)",0.8745098,4,0.333333333,0.712156868
版本更新,王者最近要更新什么呀,王者最近要更新什么,"('最近英雄更新', 2)",0.8863746,6,0.333333333,0.720462215
版本更新,在季后更新啊,在季后更新,"('这次更新', 2)",0.8736701,3,0.4,0.731569071
版本更新,王者新赛季英雄调整。,王者新赛季英雄调整,"('最新英雄更新', 2)",0.90624255,6,0.333333333,0.734369785
版本更新,进期英雄调整,进期英雄调整,"('英雄更新', 2)",0.88052416,4,0.333333333,0.716366911
版本更新,最近改了英雄,最近改了英雄,"('最近英雄更新', 2)",0.94691515,4,0.333333333,0.762840605
版本更新,星期三更新吗,星期三更新,"('近期更新', 2)",0.833533,2,0.6,0.763473092
版本更新,4月25更新改动,月25更新改动,"('更新公告', 2)",0.8854122,5,0.285714286,0.705502837
版本更新,英雄段位提升,英雄段位提升,"('英雄更新', 2)",0.85869086,4,0.333333333,0.701083601
版本更新,新下载,新下载,"('新更新', 2)",0.9285064,2,0.333333333,0.749954462
版本更新,版本最新更新了什么？,版本最新更新什么？,"('最新版本更新', 2)",0.9428643,7,0.222222222,0.726671676
版本更新,版本替你,版本替你,"('版本更新', 2)",0.84018946,2,0.5,0.73813262
版本更新,最近什么英雄会出新皮肤,最近什么英雄会出新皮肤,"('最近英雄更新', 2)",0.9113854,6,0.454545455,0.774333428
版本更新,新英雄有吗,新英雄有,"('英雄更新', 2)",0.8964056,3,0.25,0.702483904
版本更新,查询新英雄战力,查询新英雄战力,"('最新英雄更新', 2)",0.8607235,4,0.428571429,0.731077875
版本更新,版本不一直，,版本一直，,"('版本更新', 2)",0.87136835,3,0.4,0.729957844
版本更新,王者荣耀最近有出的新英雄吗,王者荣耀最近有出新英雄,"('最近英雄更新', 2)",0.92430836,9,0.181818182,0.701561306
版本更新,更新版,更新版,"('版本更新', 2)",0.97000605,3,0.25,0.754004234
版本更新,哪些英雄调整？,哪些英雄调整？,"('最新英雄更新', 2)",0.8863771,5,0.285714286,0.706178253
版本更新,新英雄能换吗,新英雄能换,"('英雄更新', 2)",0.8854821,3,0.4,0.739837451
版本更新,赛季刚更新表,赛季刚更新表,"('新更新', 2)",0.86455715,4,0.333333333,0.705190003
版本更新,新出来的那个英雄叫啥,新出来那个英雄叫啥,"('最新英雄更新', 2)",0.9076522,7,0.222222222,0.702023206
版本更新,新英雄那连,新英雄那连,"('英雄更新', 2)",0.833246,3,0.4,0.703272195
版本更新,现在可以更新了吗,现在可以更新,"('这次更新', 2)",0.9422202,4,0.333333333,0.759554148
版本更新,新英雄技巧版呢,新英雄技巧版,"('英雄更新', 2)",0.8745922,4,0.333333333,0.71221453
版本更新,哥的英雄调整,哥英雄调整,"('英雄更新', 2)",0.85772973,3,0.4,0.720410813
版本更新,新英雄海陆,新英雄海陆,"('英雄更新', 2)",0.85410947,3,0.4,0.717876626
版本更新,最近英雄更新了什么？,最近英雄更新什么？,"('最近英雄更新', 2)",0.96552134,3,0.666666667,0.875864935
版本更新,查找更新赛季,查找更新赛季,"('查一下更新', 2)",0.8575431,4,0.333333333,0.700280178
版本更新,下次多更新多会,下次多更新多会,"('这次更新', 2)",0.8935915,4,0.428571429,0.754085495
版本更新,英雄赛季调整,英雄赛季调整,"('英雄更新', 2)",0.866367,4,0.333333333,0.706456888
版本更新,最新的玩法,最新玩法,"('最新更新', 2)",0.84822106,2,0.5,0.743754745
版本更新,你该更新了,你该更新,"('我要更新', 2)",0.94683456,2,0.5,0.812784195
版本更新,最新的主播，嗯,最新主播，嗯,"('最新更新', 2)",0.86902595,4,0.333333333,0.708318162
版本更新,呀，英雄调整,，英雄调整,"('英雄更新', 2)",0.8857174,3,0.4,0.740002174
版本更新,近期更新近期更新,近期更新近期更新,"('近期更新', 2)",0.980666,4,0.5,0.836466187
版本更新,最近的联名皮肤,最近联名皮肤,"('最近英雄更新', 2)",0.86327046,4,0.333333333,0.704289323
版本更新,版本一样,版本,"('版本更新', 2)",0.91442895,2,0.5,0.790100265
版本更新,还有几天要更新啊,还有几天要更新,"('查一下更新', 2)",0.8877473,5,0.285714286,0.707137387
版本更新,怎么现在还没更新,怎么现在还没更新,"('查一下更新', 2)",0.91234106,6,0.25,0.713638741
版本更新,英雄历史改变,英雄历史改变,"('英雄更新', 2)",0.8575031,4,0.333333333,0.700252181
版本更新,近期闯关,近期闯关,"('近期更新', 2)",0.8528322,2,0.5,0.746982539
版本更新,下次碎片上点更新,下次碎片上点更新,"('这次更新', 2)",0.8817377,5,0.375,0.729716396
版本更新,五月五更新公告,五月五更新公告,"('更新公告', 2)",0.9357367,3,0.571428571,0.826444272
版本更新,王者新赛季新英雄爆料,王者新赛季新英雄爆料,"('最新英雄更新', 2)",0.8874099,7,0.3,0.711186948
版本更新,赛季英雄主领,赛季英雄主领,"('最新英雄更新', 2)",0.85893404,4,0.333333333,0.701253831
版本更新,英雄太少。,英雄太少,"('英雄更新', 2)",0.8426876,2,0.5,0.739881325
版本更新,英雄碎片商城更新。,英雄碎片商城更新,"('英雄更新', 2)",0.88314843,4,0.5,0.768203902
版本更新,英雄大神榜,英雄大神榜,"('英雄更新', 2)",0.84626424,3,0.4,0.71238497
版本更新,英雄更换全身,英雄更换全身,"('英雄更新', 2)",0.8497857,3,0.5,0.74484998
版本更新,飞最近调整,飞最近调整,"('最近更新', 2)",0.85492414,3,0.4,0.7184469
版本更新,最弱英雄,最弱英雄,"('最新英雄更新', 2)",0.8129399,3,0.5,0.719057918
版本更新,最近有什么英雄，增强削弱,最近有什么英雄，增强削弱,"('近期英雄更新', 2)",0.9305963,9,0.25,0.726417404
版本更新,皮肤商店更新吗,皮肤商店更新,"('版本更新', 2)",0.8734187,4,0.333333333,0.711393082
版本更新,查看8月31日更新公告,查看月31日更新公告,"('查看更新公告', 2)",0.95014083,4,0.6,0.845098584
版本更新,新出的英雄叫什么,新出英雄叫什么,"('最新英雄更新', 2)",0.92467797,5,0.285714286,0.732988863
版本更新,近期英雄更改,近期英雄更改,"('近期英雄更新', 2)",0.96704966,1,0.833333333,0.926934761
版本更新,最近一次的新英雄是谁,最近一次新英雄是谁,"('近期英雄更新', 2)",0.9310286,6,0.333333333,0.751720023
版本更新,刷新呀,刷新,"('更新', 2)",0.8731548,1,0.5,0.761208373
版本更新,今天的更新英雄哪些调整了,今天更新英雄哪些调整,"('最新英雄更新', 2)",0.91185135,7,0.3,0.728295943
版本更新,英雄哪个增强了,英雄哪个增强,"('英雄更新', 2)",0.8741704,4,0.333333333,0.711919296
版本更新,新的动作,新动作,"('最新更新', 2)",0.90566725,3,0.25,0.708967072
版本更新,我还需要更新吗,我还需要更新,"('我要新更新', 2)",0.95043147,3,0.5,0.815302026
版本更新,刷新刷新刷新,刷新刷新刷新,"('新更新', 2)",0.8802559,4,0.333333333,0.716179115
版本更新,版本怎么是不一样的,版本怎么是,"('版本更新', 2)",0.858412,3,0.4,0.720888419
版本更新,最近是不是更新,最近是不是更新,"('查一下更新', 2)",0.9315033,5,0.285714286,0.737766593
版本更新,新手英雄碎片更新时间,新手英雄碎片更新时间,"('新英雄更新', 2)",0.87670565,5,0.5,0.763693953
版本更新,我去，新英雄雅连,我去，新英雄雅连,"('新英雄更新', 2)",0.8395231,5,0.375,0.700166154
版本更新,我想看一下更新公告。,我想看一下更新公告,"('查看一下更新公告', 2)",0.98393613,2,0.777777778,0.922088625
版本更新,要上新英雄吗,要上新英雄,"('新英雄更新', 2)",0.91684747,4,0.2,0.701793227
版本更新,主要是英雄调整,主要是英雄调整,"('新英雄更新', 2)",0.89008737,5,0.285714286,0.708775442
版本更新,最近强势的英雄，有谁,最近强势英雄，有谁,"('最新英雄更新', 2)",0.8972173,6,0.333333333,0.728052092
